Timestamp,VA,W,VAR,PF,VLL,VLN,A,F,VA1,W1,VAR1,PF1,V12,V1,A1,VA2,W2,VAR2,PF2,V23,V2,A2,VA3,W3,VAR3,PF3,V31,V3,A3,FwdVAh,FwdWh,FwdVARh,FwdVARh,Present_demand,Max_MD,Max_DM_time,RevVAh,RevWh,RevVARh,RevVARh
1356548007,282.212127686,223.934310913,149.556427002,0.793496370316,1.00000004581e-18,253.727554321,0.37086379528,50.1685523987,228.691009521,182.522689819,128.891296387,0.79811924696,1.00000004581e-18,253.667938232,0.901536881924,53.5562744141,41.4116287231,20.6651325226,0.773235797882,1.00000004581e-18,253.755752563,0.211054429412,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.758956909,6.00001082144e-18,717690.9375,683207.875,66052.265625,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356548008,282.332336426,223.936141968,149.618835449,0.793164968491,1.00000004581e-18,253.730636597,0.371016472578,50.1711273193,228.777755737,182.515213013,128.932556152,0.797783911228,1.00000004581e-18,253.671325684,0.901866793633,53.5896339417,41.4209251404,20.6862716675,0.772927880287,1.00000004581e-18,253.75970459,0.211182594299,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.760864258,6.00001082144e-18,717691.0,683207.9375,66052.3125,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356548009,282.352874756,223.920730591,149.610092163,0.793052792549,1.00000004581e-18,253.731445312,0.371042996645,50.170539856,228.811828613,182.514465332,128.914306641,0.797661781311,1.00000004581e-18,253.671768188,0.901999592781,53.575920105,41.4062652588,20.6957893372,0.772852182388,1.00000004581e-18,253.758682251,0.211129397154,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.763900757,6.00001082144e-18,717691.0625,683208.0,66052.3515625,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356548010,282.37701416,223.908950806,149.542816162,0.792943239212,1.00000004581e-18,253.726577759,0.37108618021,50.1713447571,228.784408569,182.482467651,128.877609253,0.797617554665,1.00000004581e-18,253.663833618,0.901919722557,53.6284065247,41.426486969,20.6652145386,0.772472858429,1.00000004581e-18,253.755691528,0.211338728666,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.760238647,6.00001082144e-18,717691.1875,683208.0625,66052.390625,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356548011,282.355773926,223.905899048,149.462265015,0.792992115021,1.00000004581e-18,253.729415894,0.371052891016,50.1695480347,228.726638794,182.43800354,128.815353394,0.797624647617,1.00000004581e-18,253.66696167,0.901680827141,53.6642799377,41.4678916931,20.6469135284,0.772728025913,1.00000004581e-18,253.758453369,0.211477801204,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.762832642,6.00001082144e-18,717691.25,683208.125,66052.4375,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356548012,282.332336426,223.868667603,149.438018799,0.792926073074,1.00000004581e-18,253.732543945,0.371012330055,50.1703643799,228.734130859,182.411148071,128.799743652,0.797481119633,1.00000004581e-18,253.672958374,0.901689052582,53.6321716309,41.4575195312,20.6382789612,0.772997200489,1.00000004581e-18,253.762573242,0.211347848177,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.762115479,6.00001082144e-18,717691.3125,683208.1875,66052.4765625,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356548012,282.332336426,223.868667603,149.438018799,0.792926073074,1.00000004581e-18,253.732543945,0.371012330055,50.1703643799,228.734130859,182.411148071,128.799743652,0.797481119633,1.00000004581e-18,253.672958374,0.901689052582,53.6321716309,41.4575195312,20.6382789612,0.772997200489,1.00000004581e-18,253.762573242,0.211347848177,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.762115479,6.00001082144e-18,717691.3125,683208.1875,66052.4765625,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356548013,282.392333984,223.845245361,149.508453369,0.792674660683,1.00000004581e-18,253.737075806,0.371082812548,50.1694946289,228.770843506,182.353866577,128.84602356,0.797102749348,1.00000004581e-18,253.677001953,0.90181940794,53.6535720825,41.4913787842,20.6624259949,0.773319959641,1.00000004581e-18,253.766433716,0.211428955197,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.767837524,6.00001082144e-18,717691.375,683208.25,66052.515625,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356548013,282.392333984,223.845245361,149.508453369,0.792674660683,1.00000004581e-18,253.737075806,0.371082812548,50.1694946289,228.770843506,182.353866577,128.84602356,0.797102749348,1.00000004581e-18,253.677001953,0.90181940794,53.6535720825,41.4913787842,20.6624259949,0.773319959641,1.00000004581e-18,253.766433716,0.211428955197,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.767837524,6.00001082144e-18,717691.375,683208.25,66052.515625,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356548014,282.482208252,223.809112549,149.56552124,0.792294561863,1.00000004581e-18,253.739868164,0.371193617582,50.1690711975,228.849395752,182.343978882,128.91444397,0.796785950661,1.00000004581e-18,253.683853149,0.902104616165,53.6657714844,41.4651374817,20.6510848999,0.772655189037,1.00000004581e-18,253.767440796,0.211476191878,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.768280029,6.00001082144e-18,717691.5,683208.3125,66052.5625,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
